Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction
Male,Loyal Customer,19,Personal Travel,Eco,946,1,4,1,4,4,1,4,4,3,3,3,4,3,4,3,0.0,neutral or dissatisfied
Male,Loyal Customer,38,Business travel,Business,569,3,3,3,3,2,4,4,4,4,4,4,3,4,5,0,0.0,satisfied
Female,Loyal Customer,33,Business travel,Eco Plus,605,2,4,4,4,2,2,2,2,2,4,4,2,3,2,55,48.0,neutral or dissatisfied
Female,disloyal Customer,19,Business travel,Eco Plus,607,4,0,4,4,4,1,2,5,4,4,3,2,1,2,142,145.0,neutral or dissatisfied
Female,Loyal Customer,17,Personal Travel,Eco,2342,2,3,2,1,4,2,4,4,2,5,2,2,3,4,52,40.0,neutral or dissatisfied
Female,Loyal Customer,37,Personal Travel,Eco,740,4,5,4,5,3,4,3,3,3,2,4,3,4,3,0,0.0,neutral or dissatisfied
Female,Loyal Customer,67,Personal Travel,Eco,436,0,1,0,4,2,3,4,4,4,0,2,1,4,3,35,69.0,satisfied
Male,Loyal Customer,37,Business travel,Business,3988,5,5,5,5,5,5,1,4,4,4,4,3,4,2,0,0.0,satisfied
Male,Loyal Customer,54,Personal Travel,Eco,483,2,5,2,3,4,2,4,4,5,2,5,2,4,4,0,3.0,neutral or dissatisfied
Male,Loyal Customer,31,Business travel,Eco,526,4,3,4,3,4,4,4,4,2,1,1,5,4,4,8,24.0,satisfied
Female,disloyal Customer,27,Business travel,Eco,326,2,0,2,2,5,2,5,5,1,3,5,5,4,5,0,2.0,neutral or dissatisfied
Male,Loyal Customer,55,Personal Travel,Eco,946,2,5,3,1,3,3,3,3,5,1,1,3,3,3,0,0.0,neutral or dissatisfied
Male,Loyal Customer,36,Business travel,Eco Plus,438,3,1,1,1,3,3,3,3,4,5,4,4,3,3,0,9.0,neutral or dissatisfied
Male,Loyal Customer,41,Personal Travel,Eco,980,3,2,4,4,5,4,5,5,1,2,4,4,4,5,0,0.0,neutral or dissatisfied
Male,Loyal Customer,23,Personal Travel,Eco,1947,3,5,4,1,3,4,3,3,4,3,3,3,5,3,0,0.0,neutral or dissatisfied
Male,Loyal Customer,56,Business travel,Business,3601,5,5,2,5,4,4,4,5,5,5,5,5,5,3,85,88.0,satisfied
Female,Loyal Customer,20,Personal Travel,Eco,102,4,3,4,1,3,4,3,3,1,3,5,5,4,3,3,0.0,neutral or dissatisfied
Male,Loyal Customer,41,Business travel,Business,364,2,2,2,2,3,5,5,4,4,4,4,5,4,4,0,0.0,satisfied
Male,disloyal Customer,22,Business travel,Eco,1091,1,1,1,1,5,1,5,5,3,4,4,3,4,5,0,0.0,neutral or dissatisfied
Male,Loyal Customer,43,Business travel,Business,3385,5,5,5,5,4,5,5,4,4,4,4,4,4,3,0,0.0,satisfied
Male,Loyal Customer,44,Business travel,Business,783,1,1,1,1,5,5,5,2,2,2,2,5,2,3,3,4.0,satisfied
Male,Loyal Customer,59,Personal Travel,Eco,1517,2,5,2,3,3,2,3,3,5,2,4,4,5,3,0,0.0,neutral or dissatisfied
Male,disloyal Customer,22,Business travel,Eco,262,2,2,2,3,3,2,4,3,1,2,3,3,4,3,0,0.0,neutral or dissatisfied
Female,Loyal Customer,35,Personal Travel,Eco,134,3,0,3,4,4,3,4,4,4,5,5,3,4,4,58,59.0,neutral or dissatisfied
Male,Loyal Customer,56,Personal Travel,Eco,114,1,4,1,1,2,1,2,2,5,5,4,5,2,2,14,1.0,neutral or dissatisfied
Male,Loyal Customer,61,Business travel,Eco,786,1,1,1,1,1,1,1,1,3,2,2,2,3,1,33,26.0,neutral or dissatisfied
Male,Loyal Customer,67,Business travel,Eco Plus,223,1,2,4,2,1,1,1,1,2,1,4,1,4,1,33,49.0,neutral or dissatisfied
Male,Loyal Customer,55,Personal Travel,Eco,1269,4,4,4,2,2,4,2,2,4,5,5,3,5,2,0,0.0,satisfied
Female,Loyal Customer,40,Personal Travel,Eco,946,2,1,2,4,4,2,4,4,1,2,4,1,3,4,6,0.0,neutral or dissatisfied
Male,disloyal Customer,39,Business travel,Eco,296,4,3,4,3,5,4,5,5,2,5,3,2,2,5,0,0.0,neutral or dissatisfied
Male,Loyal Customer,52,Business travel,Business,3728,4,4,2,4,2,5,4,4,4,4,4,3,4,5,0,20.0,satisfied
Male,Loyal Customer,52,Business travel,Business,3097,5,5,5,5,3,5,4,4,4,5,4,3,4,5,3,0.0,satisfied
Male,Loyal Customer,31,Personal Travel,Eco,438,4,4,4,1,4,4,4,4,5,4,4,5,4,4,0,1.0,neutral or dissatisfied
Female,Loyal Customer,50,Business travel,Business,2342,3,3,3,3,2,4,5,5,5,4,5,4,5,4,0,0.0,satisfied
Female,Loyal Customer,47,Personal Travel,Eco,526,5,4,5,3,2,4,4,2,2,5,2,5,2,4,0,10.0,satisfied
Female,Loyal Customer,39,Business travel,Business,2433,5,5,5,5,2,4,1,5,5,5,5,1,5,4,15,17.0,satisfied
Female,Loyal Customer,45,Business travel,Business,1531,1,1,1,1,5,5,5,5,5,5,5,3,5,5,3,0.0,satisfied
Male,Loyal Customer,68,Personal Travel,Eco Plus,1506,1,5,0,1,1,0,1,1,3,1,2,4,5,1,8,6.0,neutral or dissatisfied
Female,disloyal Customer,44,Business travel,Business,2227,5,4,4,3,5,1,1,5,2,4,4,1,3,1,0,25.0,satisfied
Male,Loyal Customer,61,Business travel,Eco,125,4,1,1,1,4,4,4,4,3,4,3,2,5,4,16,14.0,satisfied
Male,Loyal Customer,35,Personal Travel,Business,390,1,5,5,5,2,5,4,4,4,5,3,4,4,4,0,0.0,neutral or dissatisfied
Female,Loyal Customer,51,Business travel,Eco,859,2,4,4,4,2,2,2,1,4,3,4,2,2,2,132,119.0,neutral or dissatisfied
Male,Loyal Customer,59,Personal Travel,Eco,1276,3,5,3,3,2,3,2,2,4,4,5,3,4,2,0,11.0,neutral or dissatisfied
Female,Loyal Customer,37,Business travel,Business,325,4,4,4,4,3,4,5,4,4,4,4,3,4,5,39,37.0,satisfied
Female,Loyal Customer,42,Personal Travel,Eco,843,3,4,3,3,3,5,2,2,2,3,2,1,2,5,0,0.0,neutral or dissatisfied
Female,Loyal Customer,42,Business travel,Business,853,3,3,3,3,1,1,5,3,3,2,3,5,3,5,5,7.0,satisfied
Male,disloyal Customer,50,Business travel,Eco,657,1,1,1,3,3,1,3,3,2,4,4,1,4,3,20,19.0,neutral or dissatisfied
Male,disloyal Customer,26,Business travel,Eco,920,1,0,0,2,1,0,1,1,5,2,2,5,4,1,0,0.0,neutral or dissatisfied
Male,Loyal Customer,31,Business travel,Business,2984,1,1,1,1,4,4,4,4,3,4,2,5,3,4,72,100.0,satisfied
Male,Loyal Customer,67,Business travel,Eco,265,3,2,2,2,3,3,3,3,1,3,1,1,2,3,0,0.0,neutral or dissatisfied
Male,Loyal Customer,23,Personal Travel,Eco,991,3,5,3,4,4,3,2,4,5,2,5,5,5,4,0,0.0,neutral or dissatisfied
Female,Loyal Customer,54,Business travel,Business,2288,5,5,5,5,4,5,4,5,5,5,5,3,5,4,10,1.0,satisfied
Male,disloyal Customer,20,Business travel,Eco,265,2,4,2,4,2,2,2,2,1,4,4,1,4,2,25,72.0,neutral or dissatisfied
Female,Loyal Customer,54,Personal Travel,Eco,541,5,4,5,4,3,2,2,1,1,5,1,5,1,2,0,0.0,satisfied
Female,Loyal Customer,35,Business travel,Eco,280,3,3,3,3,3,3,3,3,2,3,5,2,4,3,0,0.0,satisfied
Male,Loyal Customer,30,Business travel,Business,2236,3,2,5,2,3,2,3,3,2,4,4,4,4,3,0,0.0,neutral or dissatisfied
Female,Loyal Customer,46,Business travel,Business,1568,1,1,1,1,2,4,4,5,5,5,5,5,5,4,45,42.0,satisfied
Male,Loyal Customer,40,Business travel,Eco,1008,5,3,3,3,5,5,5,5,3,2,5,3,1,5,28,38.0,satisfied
Male,Loyal Customer,29,Personal Travel,Business,986,3,3,3,3,4,3,1,4,3,3,4,3,3,4,0,0.0,neutral or dissatisfied
Male,Loyal Customer,31,Business travel,Business,2690,4,4,4,4,3,3,3,3,5,3,5,5,5,3,11,2.0,satisfied
Female,disloyal Customer,34,Business travel,Business,297,1,1,1,1,2,1,2,2,3,2,5,4,4,2,13,3.0,neutral or dissatisfied
Female,Loyal Customer,34,Business travel,Eco Plus,2640,4,2,2,2,4,4,4,3,4,3,5,4,3,4,0,12.0,satisfied
Female,disloyal Customer,20,Business travel,Eco,844,1,1,1,3,2,1,2,2,2,4,2,4,2,2,0,0.0,neutral or dissatisfied
Female,Loyal Customer,51,Business travel,Eco,326,3,1,1,1,5,3,3,3,3,3,3,4,3,3,55,44.0,neutral or dissatisfied
Female,Loyal Customer,26,Personal Travel,Eco,622,1,4,1,3,5,1,5,5,5,2,4,3,5,5,0,3.0,neutral or dissatisfied
Female,Loyal Customer,16,Business travel,Business,1535,5,5,5,5,4,4,4,4,5,4,1,2,4,4,0,0.0,satisfied
Female,Loyal Customer,38,Business travel,Business,1888,2,2,3,2,2,4,3,2,2,3,2,2,2,3,0,0.0,neutral or dissatisfied
Male,Loyal Customer,13,Personal Travel,Eco,1189,4,2,4,3,4,4,4,4,1,1,3,3,3,4,0,0.0,satisfied
Female,Loyal Customer,43,Business travel,Business,1799,1,1,1,1,5,4,5,5,5,5,5,5,5,5,1,0.0,satisfied
Male,Loyal Customer,31,Business travel,Business,1076,5,5,5,5,4,4,4,4,2,2,5,5,4,4,13,44.0,satisfied
Male,Loyal Customer,52,Business travel,Eco,867,5,3,3,3,5,5,5,5,3,5,2,1,2,5,0,6.0,satisfied
Male,Loyal Customer,60,Business travel,Business,1506,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7,0.0,satisfied
Male,disloyal Customer,28,Business travel,Business,2165,2,2,2,3,4,2,2,4,3,3,4,5,5,4,0,0.0,neutral or dissatisfied
Male,Loyal Customer,36,Personal Travel,Eco,163,3,1,3,3,1,3,1,1,4,4,2,4,3,1,0,0.0,neutral or dissatisfied
Female,Loyal Customer,21,Personal Travel,Eco,1080,4,4,4,3,3,4,3,3,4,2,3,2,4,3,0,0.0,satisfied
Male,Loyal Customer,43,Business travel,Business,3072,4,4,4,4,4,2,2,5,5,5,5,5,5,5,71,67.0,satisfied
Male,Loyal Customer,37,Personal Travel,Eco Plus,163,2,3,2,3,5,2,5,5,1,3,4,1,4,5,0,0.0,neutral or dissatisfied
Female,Loyal Customer,68,Personal Travel,Eco Plus,737,1,4,1,3,3,5,4,2,2,1,1,3,2,3,0,0.0,neutral or dissatisfied
Male,Loyal Customer,53,Business travel,Eco,444,2,5,2,5,2,2,2,2,2,2,3,1,4,2,0,0.0,neutral or dissatisfied
Female,Loyal Customer,44,Personal Travel,Eco,323,0,1,0,4,3,4,3,5,5,0,5,4,5,3,0,0.0,satisfied
Male,Loyal Customer,60,Business travel,Business,2879,2,4,4,4,3,3,4,2,2,2,2,1,2,4,9,22.0,neutral or dissatisfied
Male,Loyal Customer,30,Business travel,Business,2175,4,4,4,4,5,5,5,5,5,5,4,5,4,5,0,0.0,satisfied
Female,Loyal Customer,68,Personal Travel,Business,678,2,5,2,3,2,5,4,4,4,2,4,4,4,5,130,110.0,neutral or dissatisfied
Male,disloyal Customer,20,Business travel,Eco Plus,721,2,4,2,1,4,2,4,4,5,2,2,5,1,4,0,12.0,neutral or dissatisfied
Female,Loyal Customer,57,Business travel,Business,2358,3,4,4,4,4,3,2,2,2,2,3,1,2,4,2,4.0,neutral or dissatisfied
Male,disloyal Customer,38,Business travel,Eco,459,1,0,1,1,5,1,5,5,2,1,4,4,4,5,0,0.0,neutral or dissatisfied
Female,Loyal Customer,51,Personal Travel,Eco,393,1,5,1,4,2,3,4,1,1,1,1,1,1,2,3,4.0,neutral or dissatisfied
Female,Loyal Customer,42,Business travel,Business,283,5,5,5,5,4,4,4,4,4,4,4,4,4,5,19,10.0,satisfied
Male,Loyal Customer,28,Personal Travel,Eco,427,1,4,2,3,1,2,1,1,3,5,3,3,2,1,3,2.0,neutral or dissatisfied
Female,Loyal Customer,20,Business travel,Business,1590,3,4,4,4,3,3,3,3,4,2,3,4,3,3,0,0.0,neutral or dissatisfied
Male,Loyal Customer,46,Business travel,Business,2306,0,0,0,3,3,5,4,2,2,2,2,4,2,4,0,0.0,satisfied
Female,disloyal Customer,29,Business travel,Business,2079,1,1,1,4,5,1,5,5,5,2,4,5,5,5,0,1.0,neutral or dissatisfied
Female,Loyal Customer,46,Business travel,Business,3948,3,3,3,3,5,5,5,5,5,5,5,5,5,5,9,0.0,satisfied
Female,Loyal Customer,30,Personal Travel,Eco,1524,3,2,3,2,4,3,4,4,1,1,2,4,3,4,0,0.0,neutral or dissatisfied
Female,Loyal Customer,44,Personal Travel,Business,2475,1,4,1,2,5,4,4,3,3,1,3,3,3,3,0,0.0,neutral or dissatisfied
Male,Loyal Customer,44,Business travel,Business,2221,2,2,2,2,3,5,4,5,5,5,5,4,5,3,0,0.0,satisfied
Female,Loyal Customer,60,Business travel,Business,1014,3,3,3,3,3,5,4,4,4,4,4,3,4,3,0,11.0,satisfied
Male,Loyal Customer,51,Business travel,Business,190,4,4,4,4,3,4,5,5,5,5,5,5,5,5,0,0.0,satisfied
Male,Loyal Customer,60,Business travel,Business,1598,2,2,2,2,2,5,4,4,4,4,4,3,4,3,0,0.0,satisfied
Female,Loyal Customer,48,Business travel,Business,2976,3,3,3,3,2,4,4,5,5,5,5,4,5,4,16,5.0,satisfied
Male,Loyal Customer,54,Business travel,Business,3307,5,5,5,5,5,4,5,4,4,4,4,3,4,3,95,95.0,satisfied
Female,Loyal Customer,66,Personal Travel,Eco,500,2,5,2,4,2,5,4,4,4,2,4,3,4,3,0,0.0,neutral or dissatisfied
Male,Loyal Customer,42,Business travel,Eco,967,2,1,1,1,1,2,1,1,1,3,1,3,2,1,58,58.0,satisfied
Female,Loyal Customer,52,Business travel,Business,853,4,4,2,4,2,4,5,4,4,4,4,5,4,5,12,7.0,satisfied
Female,Loyal Customer,18,Personal Travel,Eco Plus,1065,3,5,3,1,3,3,3,3,3,4,5,5,5,3,0,2.0,neutral or dissatisfied
Female,Loyal Customer,9,Personal Travel,Eco,1726,2,5,2,1,3,2,3,3,4,2,5,2,2,3,0,0.0,neutral or dissatisfied
Female,Loyal Customer,72,Business travel,Eco Plus,811,2,3,4,4,4,4,4,2,2,2,2,4,2,3,5,0.0,neutral or dissatisfied
Male,Loyal Customer,40,Business travel,Business,2313,1,1,1,1,5,2,1,4,4,4,4,4,4,3,0,0.0,satisfied
Female,disloyal Customer,24,Business travel,Business,480,4,0,4,3,2,4,2,2,3,4,5,3,5,2,0,0.0,satisfied
Female,Loyal Customer,20,Personal Travel,Eco,946,3,2,3,3,4,3,4,4,3,2,3,1,3,4,0,0.0,neutral or dissatisfied
Male,disloyal Customer,30,Business travel,Eco,258,2,0,2,4,4,2,4,4,2,5,3,3,4,4,5,0.0,neutral or dissatisfied
Female,Loyal Customer,42,Business travel,Business,151,3,3,3,3,5,3,3,4,4,4,4,2,4,5,106,104.0,satisfied
Female,disloyal Customer,29,Business travel,Eco,522,2,4,2,3,2,2,5,2,4,2,3,3,3,2,0,0.0,neutral or dissatisfied
Female,Loyal Customer,60,Personal Travel,Eco,447,1,4,1,3,2,5,4,4,4,1,2,4,4,4,62,51.0,neutral or dissatisfied
Male,disloyal Customer,37,Business travel,Business,347,2,2,2,3,1,2,1,1,1,5,4,5,3,1,0,0.0,neutral or dissatisfied
Male,Loyal Customer,39,Personal Travel,Eco,409,1,4,4,3,3,4,3,3,3,3,4,2,4,3,0,0.0,neutral or dissatisfied
Male,Loyal Customer,50,Business travel,Business,1943,2,2,2,2,4,3,4,5,5,5,5,5,5,3,9,0.0,satisfied
Female,Loyal Customer,28,Business travel,Business,3016,1,1,1,1,4,4,4,4,3,3,5,3,5,4,36,41.0,satisfied
Male,Loyal Customer,54,Business travel,Business,3790,3,3,3,3,5,4,5,1,1,2,1,4,1,4,0,18.0,satisfied
Male,Loyal Customer,14,Personal Travel,Eco,235,3,5,0,2,3,0,3,3,4,3,4,3,5,3,3,0.0,neutral or dissatisfied
Female,Loyal Customer,34,Business travel,Business,3790,3,4,2,4,2,4,4,3,3,3,3,1,3,4,26,27.0,neutral or dissatisfied
Male,Loyal Customer,38,Business travel,Business,335,2,1,1,1,4,3,3,2,2,2,2,4,2,4,53,49.0,neutral or dissatisfied
Female,Loyal Customer,16,Business travel,Business,1562,4,4,4,4,4,4,4,4,2,5,3,2,3,4,22,16.0,neutral or dissatisfied
Female,Loyal Customer,57,Business travel,Eco,408,2,2,2,2,4,3,3,2,2,2,2,3,2,1,20,39.0,neutral or dissatisfied
Male,Loyal Customer,54,Business travel,Business,151,5,5,5,5,2,4,4,4,4,5,5,3,4,5,0,1.0,satisfied
Male,disloyal Customer,21,Business travel,Eco,551,4,0,4,3,4,4,4,4,1,1,3,2,3,4,0,0.0,neutral or dissatisfied
Female,Loyal Customer,9,Personal Travel,Eco,1048,5,1,5,4,2,5,2,2,4,5,3,2,3,2,0,0.0,satisfied
Female,Loyal Customer,11,Business travel,Business,2565,2,3,3,3,2,2,2,4,5,3,3,2,1,2,6,6.0,neutral or dissatisfied
Male,Loyal Customer,42,Business travel,Business,2586,1,1,1,1,5,5,5,4,2,4,4,5,5,5,0,0.0,satisfied
Female,Loyal Customer,17,Personal Travel,Eco Plus,1073,1,4,1,1,2,1,2,2,5,5,5,3,4,2,2,0.0,neutral or dissatisfied
Female,Loyal Customer,41,Business travel,Business,761,3,3,3,3,5,4,5,4,4,4,4,4,4,3,0,0.0,satisfied
Female,Loyal Customer,66,Personal Travel,Eco,1481,1,4,1,4,1,4,3,5,5,1,5,4,5,2,12,8.0,neutral or dissatisfied
Male,Loyal Customer,23,Business travel,Business,1948,3,3,3,3,4,4,4,4,4,5,4,4,4,4,1,8.0,satisfied
Male,Loyal Customer,66,Personal Travel,Eco,2239,5,2,5,3,1,5,1,1,4,3,3,2,3,1,0,0.0,satisfied
Female,disloyal Customer,41,Business travel,Business,325,4,4,4,3,3,4,1,3,4,4,4,3,4,3,9,2.0,neutral or dissatisfied
Male,Loyal Customer,50,Personal Travel,Eco,241,2,1,2,4,3,2,3,3,3,2,4,4,3,3,13,8.0,neutral or dissatisfied
Male,Loyal Customer,39,Business travel,Business,1711,3,3,3,3,1,4,5,5,5,5,5,2,5,3,0,1.0,satisfied
Male,Loyal Customer,51,Business travel,Eco Plus,366,5,5,5,5,5,5,5,5,2,1,2,5,1,5,0,0.0,satisfied
Female,Loyal Customer,54,Business travel,Business,1744,1,1,1,1,5,5,5,4,4,4,4,3,4,4,0,0.0,satisfied
Male,Loyal Customer,47,Personal Travel,Eco Plus,237,2,4,2,2,1,2,1,1,5,2,4,4,4,1,0,0.0,neutral or dissatisfied
Male,Loyal Customer,37,Business travel,Eco,116,4,2,2,2,4,4,4,4,1,4,2,2,2,4,0,0.0,satisfied
Female,disloyal Customer,16,Business travel,Eco,986,3,3,3,5,5,3,5,5,5,2,4,3,5,5,0,0.0,neutral or dissatisfied
Female,Loyal Customer,42,Business travel,Business,1086,4,4,5,4,5,4,4,4,4,4,4,4,4,4,0,0.0,satisfied
Male,Loyal Customer,45,Business travel,Business,152,2,2,2,2,4,5,5,4,4,4,4,5,4,3,35,25.0,satisfied
Female,Loyal Customer,45,Business travel,Business,3937,2,5,5,5,1,3,3,2,2,2,2,3,2,2,0,0.0,neutral or dissatisfied
Male,Loyal Customer,26,Business travel,Business,3829,2,2,4,2,5,5,5,5,3,3,4,5,4,5,0,0.0,satisfied
Female,disloyal Customer,25,Business travel,Business,528,3,5,3,4,3,3,3,3,3,5,4,3,5,3,0,0.0,neutral or dissatisfied
Male,Loyal Customer,43,Business travel,Business,2585,4,4,3,4,3,4,4,5,5,5,5,3,5,4,0,0.0,satisfied
Female,Loyal Customer,54,Business travel,Eco,212,2,3,3,3,1,3,3,2,2,2,2,1,2,4,5,2.0,neutral or dissatisfied
Female,Loyal Customer,61,Business travel,Eco,1095,3,2,2,2,1,3,4,2,2,3,2,2,2,4,0,0.0,neutral or dissatisfied
Female,Loyal Customer,18,Personal Travel,Eco Plus,308,3,5,4,2,5,4,5,5,5,3,5,5,5,5,12,9.0,neutral or dissatisfied
Female,Loyal Customer,22,Business travel,Business,2229,3,3,3,3,4,4,4,4,4,3,4,3,5,4,2,0.0,satisfied
Female,Loyal Customer,36,Business travel,Eco Plus,239,3,1,1,1,3,3,3,3,2,2,4,2,4,3,14,12.0,neutral or dissatisfied
Male,disloyal Customer,36,Business travel,Business,984,3,3,3,3,3,3,3,3,3,2,4,3,4,3,0,9.0,neutral or dissatisfied
Female,Loyal Customer,23,Business travel,Eco Plus,584,0,4,0,1,3,0,3,3,1,2,2,2,4,3,0,0.0,satisfied
Female,Loyal Customer,56,Business travel,Business,3194,2,2,2,2,2,4,4,5,5,4,5,4,5,5,0,0.0,satisfied
Female,Loyal Customer,53,Personal Travel,Eco,1069,3,4,3,3,5,4,4,4,4,3,4,5,4,5,15,11.0,neutral or dissatisfied
Male,Loyal Customer,46,Business travel,Business,338,2,5,2,2,3,5,4,3,3,4,3,4,3,3,0,0.0,satisfied
Male,Loyal Customer,58,Business travel,Business,3431,0,0,0,3,3,4,5,2,2,2,3,4,2,4,3,0.0,satisfied
Female,disloyal Customer,30,Business travel,Eco,515,3,2,3,3,4,3,4,4,3,1,3,1,3,4,0,6.0,neutral or dissatisfied
Male,Loyal Customer,50,Business travel,Business,869,2,5,1,5,2,3,3,2,2,2,2,2,2,2,64,55.0,neutral or dissatisfied
Female,Loyal Customer,42,Business travel,Business,1532,1,1,1,1,2,4,5,5,5,5,5,5,5,3,6,1.0,satisfied
Male,Loyal Customer,50,Personal Travel,Eco,550,2,2,2,4,3,2,3,3,1,1,3,4,4,3,9,14.0,neutral or dissatisfied
Female,Loyal Customer,33,Personal Travel,Eco,696,1,5,1,4,4,1,4,4,5,5,4,5,5,4,2,2.0,neutral or dissatisfied
Male,Loyal Customer,45,Business travel,Business,2576,5,5,5,5,3,5,5,5,5,5,5,3,5,5,7,13.0,satisfied
Female,Loyal Customer,7,Personal Travel,Eco Plus,590,4,2,4,3,3,4,1,3,3,5,4,3,3,3,0,0.0,neutral or dissatisfied
Female,Loyal Customer,47,Business travel,Business,1246,2,2,2,2,4,4,4,4,4,4,4,5,4,5,0,0.0,satisfied
Female,disloyal Customer,37,Business travel,Eco,251,3,2,3,3,3,3,3,3,4,3,3,1,4,3,0,0.0,neutral or dissatisfied
Male,Loyal Customer,58,Business travel,Eco,174,4,4,4,4,4,4,4,4,2,5,3,4,2,4,0,0.0,neutral or dissatisfied
Female,disloyal Customer,36,Business travel,Eco,323,3,3,3,3,4,3,4,4,2,5,3,4,4,4,42,50.0,neutral or dissatisfied
Male,Loyal Customer,35,Personal Travel,Eco,345,2,3,2,3,1,2,1,1,3,5,4,5,1,1,6,1.0,neutral or dissatisfied
Female,Loyal Customer,48,Business travel,Business,1947,3,3,3,3,5,4,4,4,4,4,4,3,4,3,0,1.0,satisfied
Female,Loyal Customer,49,Personal Travel,Eco,925,3,4,3,1,3,5,1,2,2,3,2,2,2,5,0,2.0,neutral or dissatisfied
Female,Loyal Customer,38,Business travel,Eco,867,3,2,2,2,3,4,3,3,1,5,3,4,2,3,19,115.0,satisfied
Male,Loyal Customer,35,Personal Travel,Eco,403,1,4,1,3,1,1,1,1,5,3,5,5,5,1,0,0.0,neutral or dissatisfied
Female,Loyal Customer,60,Business travel,Business,3611,1,1,1,1,2,1,3,4,4,4,4,3,4,4,0,1.0,satisfied
Male,Loyal Customer,47,Business travel,Business,3766,1,1,1,1,3,5,3,4,4,4,4,1,4,5,0,0.0,satisfied
Female,Loyal Customer,57,Business travel,Business,3640,4,4,4,4,3,4,5,5,5,5,5,5,5,5,40,30.0,satisfied
Male,Loyal Customer,30,Business travel,Business,2628,3,5,5,5,2,2,3,2,2,2,3,2,3,2,41,40.0,neutral or dissatisfied
Male,Loyal Customer,7,Personal Travel,Eco,2688,3,3,3,3,3,4,4,3,2,4,4,4,3,4,0,23.0,neutral or dissatisfied
Female,Loyal Customer,36,Personal Travel,Eco,2715,2,3,2,3,2,3,2,4,5,3,3,2,3,2,0,0.0,neutral or dissatisfied
Female,disloyal Customer,27,Business travel,Business,1733,1,1,1,4,2,1,2,2,2,4,4,2,3,2,0,0.0,neutral or dissatisfied
Male,Loyal Customer,9,Personal Travel,Eco,1028,1,5,1,3,4,1,4,4,4,2,5,5,5,4,1,0.0,neutral or dissatisfied
Male,Loyal Customer,39,Business travel,Business,3057,2,2,2,2,4,5,5,3,3,3,3,4,3,5,0,0.0,satisfied
Female,Loyal Customer,25,Business travel,Business,2490,5,5,2,5,4,4,4,4,1,3,4,1,5,4,0,0.0,satisfied
Female,Loyal Customer,21,Business travel,Business,2182,1,2,2,2,1,1,1,1,4,5,2,2,3,1,109,110.0,neutral or dissatisfied
Male,Loyal Customer,24,Business travel,Business,646,4,3,2,3,4,4,4,2,1,4,4,4,2,4,227,209.0,neutral or dissatisfied
Male,Loyal Customer,26,Personal Travel,Eco,1635,3,4,3,3,5,3,3,5,4,4,4,4,4,5,9,12.0,neutral or dissatisfied
Female,Loyal Customer,35,Personal Travel,Eco,985,4,4,4,3,1,4,1,1,4,4,4,3,4,1,0,0.0,neutral or dissatisfied
Female,Loyal Customer,43,Business travel,Business,2538,3,1,1,1,5,4,3,3,3,3,3,1,3,2,128,130.0,neutral or dissatisfied
Female,Loyal Customer,46,Business travel,Eco,984,2,4,4,4,4,3,3,2,2,2,2,3,2,3,58,62.0,neutral or dissatisfied
Male,disloyal Customer,22,Business travel,Eco,832,3,4,4,3,4,1,2,4,2,3,5,2,4,2,5,0.0,neutral or dissatisfied
Female,Loyal Customer,46,Business travel,Eco,859,5,5,5,5,4,3,3,5,5,5,5,2,5,4,0,0.0,satisfied
Female,disloyal Customer,40,Business travel,Business,179,2,2,2,4,1,2,1,1,1,3,3,1,2,1,11,2.0,neutral or dissatisfied
Female,Loyal Customer,15,Business travel,Business,3488,3,1,3,3,5,5,5,5,4,5,4,3,3,5,0,0.0,satisfied
Male,disloyal Customer,36,Business travel,Eco,707,3,3,3,4,3,3,3,3,4,4,4,3,3,3,43,34.0,neutral or dissatisfied
Male,Loyal Customer,34,Business travel,Business,3278,4,4,4,4,2,4,1,4,4,4,4,4,4,5,0,12.0,satisfied
Female,Loyal Customer,37,Business travel,Business,3497,2,3,3,3,2,3,3,2,2,2,2,2,2,2,0,0.0,neutral or dissatisfied
Male,Loyal Customer,52,Personal Travel,Eco,853,3,4,3,1,5,3,5,5,4,5,4,4,5,5,0,2.0,neutral or dissatisfied
Male,Loyal Customer,18,Personal Travel,Eco,937,2,3,2,4,1,2,1,1,5,2,1,5,2,1,6,1.0,neutral or dissatisfied
Female,Loyal Customer,44,Business travel,Business,1491,5,5,5,5,2,5,4,4,4,4,4,5,4,3,41,22.0,satisfied
Male,Loyal Customer,22,Personal Travel,Eco,484,2,0,4,3,3,4,3,3,5,2,4,3,4,3,0,0.0,neutral or dissatisfied
Male,Loyal Customer,40,Business travel,Business,2554,4,4,3,4,2,4,4,5,5,5,5,5,5,5,44,36.0,satisfied
Male,Loyal Customer,74,Business travel,Eco,356,4,3,5,3,5,4,5,5,5,5,4,4,1,5,14,0.0,satisfied
Female,Loyal Customer,69,Personal Travel,Eco,273,4,4,4,4,1,3,4,2,2,4,2,2,2,1,12,11.0,neutral or dissatisfied
